train_loss,train_acc,val_loss,val_acc
0.0005415417767945027,41.97310786505283,0.0016999448746615653,41.2828561891437
0.00047400705144208494,47.9782959555266,0.0005400163075879947,44.28279227005106
0.000442274377569943,51.11396576428456,0.0004906984257020842,46.61015745403152
0.0004196773126968242,53.433869601731494,0.0004757083273078494,48.31218084841942
0.00040234416083785595,55.2116162091429,0.0004660865812597829,49.184321356789276
0.00036852783910727005,59.00884745202969,0.00043751711325622385,51.891650035865716
0.000357629823945913,60.236713286092474,0.0004313290690053971,52.279780970575914
0.00035212865357656255,60.78481853224269,0.00042956828264140314,52.61713173724991
0.0003481415763343087,61.255510792542076,0.000424905564501627,52.882040865606555
0.00034449790497597917,61.69477622142955,0.00042890545569210047,52.979339928836744
0.00034053035714972626,62.135462072075754,0.0004221794946501491,53.241763314702105
0.00033980685010484503,62.203198434695224,0.0004218782935184756,53.51945626158533
0.0003396505276005263,62.20470763281387,0.0004179954889327705,53.3536217268098
0.0003386572439774851,62.3302374057417,0.00042204307116578245,53.30887836196672
0.00033821814784991525,62.3697428859064,0.0004199417905691049,53.329829620107525
0.0003375748278699449,62.441829290161984,0.0004223135058681083,53.392683394529946
0.0003375367029496102,62.454701862350475,0.0004209115573179736,53.51910115551515
0.0003377619272863804,62.4767183996108,0.0004284080454541368,53.19879548020994
0.00033748401552121516,62.460827431185,0.0004221287731369554,53.42357762263588
0.00033748989338004123,62.54356699863107,0.0004230669703680046,53.37528319709097
